10318	2014	spring	ACC	401	Corp Financial Accounting	Corporate financial accounting is concerned with the form and content of the information firms disclose to external parties (e.g., shareholders). In the United States, financial reporting is based on generally accepted accounting principles (GAAP) set by the Financial Accounting Standards Board (FASB). GAAP define the accounting methods and disclosure practices that firms select from when providing financial statements to external parties.  This course covers these principles and other important financial reporting practices. The primary focus of the course is developing the skills required to interpret and analyze financial information, rather than the skills required to prepare financial statements. Upon completion of the course, students will appreciate how financial accounting information is used in contracts between parties (e.g., lenders and the firm) and to evaluate a firm's past performance and potential future performance.	\N	0
10320	2014	spring	ACC	401	Corp Financial Accounting	Corporate financial accounting is concerned with the form and content of the information firms disclose to external parties (e.g., shareholders). In the United States, financial reporting is based on generally accepted accounting principles (GAAP) set by the Financial Accounting Standards Board (FASB). GAAP define the accounting methods and disclosure practices that firms select from when providing financial statements to external parties.  This course covers these principles and other important financial reporting practices. The primary focus of the course is developing the skills required to interpret and analyze financial information, rather than the skills required to prepare financial statements. Upon completion of the course, students will appreciate how financial accounting information is used in contracts between parties (e.g., lenders and the firm) and to evaluate a firm's past performance and potential future performance.	\N	0
10336	2014	spring	ACC	401A	Corp Fin Accounting Lab		\N	0
10347	2014	spring	ACC	401A	Corp Fin Accounting Lab		\N	0
10354	2014	spring	ACC	401A	Corp Fin Accounting Lab		\N	0
10363	2014	spring	ACC	401A	Corp Fin Accounting Lab		\N	0
10372	2014	spring	ACC	411	Fin Statement Analysis	An objective of this course is to develop students' ability to use financial statement information (broadly defined) in various decision-making settings. The uses of financial statement information include: 1) evaluation of managerial performance; 2) analysts use financial statement information to perform prospective analysis, which serves as an input into the valuation of a firm's equity. Analysts make buy, sell, and hold recommendations based on analysis of financial information; 3) creditors and lenders use financial statement information as input into lending decisions. Lenders use financial information to determine the type, amount and terms of a loan, and also the nature of any covenants, and 4) corporations and investment bankers use financial statements to value companies that might be takeover targets. The primary objective is to develop and sharpen students' analytical ability to analyze financial statements and draw inferences about a firm's performance and future prospects.	\N	0
10389	2014	spring	ACC	417	Auditing	Auditing principles and procedures are examined. This course includes analysis of auditing and its relationship to financial reporting, with emphasis on the independent accountant's attest function and consideration of ethical and legal responsibilities and regulatory influences. Statistical sampling, the role of the internal auditor, and compilation and review reports are discussed.	\N	0
10391	2014	spring	ACC	423	Financial Reporting I	This course acquaints students with the conceptual and practical problems in measuring revenues and expenses, assets and liabilities. The principal objective is to make students proficient in assessing the financial position of a company, its cash flow, liquidity, capital structure, hidden liabilities and reserves through an understanding of generally accepted accounting principles (GAAP). The course provides a practical overview of the structure of accounting and its relation to finance and economics that should continue to be valuable as the accounting environment changes.	\N	0
10407	2014	spring	ACC	423	Financial Reporting I	This course acquaints students with the conceptual and practical problems in measuring revenues and expenses, assets and liabilities. The principal objective is to make students proficient in assessing the financial position of a company, its cash flow, liquidity, capital structure, hidden liabilities and reserves through an understanding of generally accepted accounting principles (GAAP). The course provides a practical overview of the structure of accounting and its relation to finance and economics that should continue to be valuable as the accounting environment changes.	\N	0
10415	2014	spring	ACC	436	Research Prof Acct Standards	This course will cover the conceptual framework for standard setting established by the Financial Accounting Standards Board (F.A.S.B.). It will also review how to research financial accounting and reporting issues using the F.A.S.B. Accounting Standards Codification. The research of financial accounting and reporting issues will be applied to professional accounting decisions financial reporting, disclosure and other accounting decision making. In addition, a comparison of U.S. Generally Accepted Accounting Principles (U.S. GAAP) and International Financial Reporting Standards (IFRS) will be included.	\N	0
10421	2014	spring	ACC	510	Accounting Research I	The natural starting point for the study of capital markets research in accounting begins with the relationship between accounting earnings and security returns. This course covers the evolution of research on the earnings/return relation from the seminal papers up through current research. Topics covered include the fundamental features of the contemporaneous earnings/return relation, the nature of association-type and event study-type investigations of the contemporaneous earnings/return relation, theoretical and empirical evidence on the lead/lag relation between security returns and accounting earnings, the asymmetric timeliness of accounting earnings, theoretical and empirical research on the role of conservatism in accounting earnings, pro-forma earnings and international research on the characteristics and properties of the earnings/return relation. The course also covers capital market research on analysts' earnings forecasts including the properties of such forecasts.	\N	0
10544	2014	spring	AEC	510	Phd Workshop in Appl Econ	The workshop provides a forum for the presentation of ongoing and completed research projects by Ph.D. students in the economics core. Third- and fourth-year Ph.D. students are expected to participate actively.	\N	0
10557	2014	spring	AEC	511	Advanced Price Theory I	The first of a three-course sequence providing a survey of the substance and methods of contemporary price theory for students preparing to do research. Generally, the first course covers the economic behavior of individuals and firms in a competitive market setting. Individual behaviors examined include responses to price and income changes, intertemporal planning (e.g., saving), household production, labor supply, investment in human capital, search, and reactions to uncertainty about future assets and goods prices. For firms, the implications of value-maximization for input demands and output supplies are explored thoroughly. Managerial choices related to multiple products, intertemporal production planning and uncertainty are explicitly modeled. Some extensions to monopoly behavior are considered. Finally, some implications of consumer and competitive firm behavior for industry (single market) and general equilibrium are examined.	\N	0
10566	2014	spring	AEC	523	Adv Empirical Industrial Org	Empirical Industrial Organization (IO) methods have become an integral element of the applied econometricians' tool kit across many areas. Applications of these methods are not limited to IO but are seen in diverse areas such as political science, labor economics, corporate finance and marketing. These methods stress combining strong IO theory with cutting edge econometrics to answer substantive questions. In addition to introducing students to new methods and topics, this course also aims to cultivate a strong research focus in our students. It encourages them to read and critically evaluate challenging papers and discuss approaches to improving them. As such, this course is in the best tradition of Simon's research approach.	\N	0
10579	2014	spring	AH	101	Intro to Art & Visual Culture	This course is designed to introduce the student to aspects of the history of Western painting, sculpture, & architecture from the Renaissance through the present. We will examine the various schools & movements in their historical contexts, while paying particular attention to the histories that bear upon them, such as the influence of the classical past, religion, gender, political power, & the rise of the artist. The course will therefore attempt two goals; one, to familiarize students with the principal monuments of the western tradition from about 1400 onward, that is, the paintings, sculptures, buildings, & artifacts which form the substance of this narrative; two, to develop visual literacy, that is, the ability not only to identify but also to discuss art works in a way that develops critical competence & an understanding of how the western tradition of art has come about.	\N	0
10582	2014	spring	AH	103	Ways of Seeing: Art & Identity in American Modernism	What is American about American Modernism?  In this Ways of Seeing course we will focus on constructions of American identity in the cultural, aesthetic and popular imagination during the first decades of the twentieth century.  To do so, we will explore important exchanges between Europe and the US, while considering the shifting geopolitical contours of the US in relation to Mexico and Latin America. Throughout, we will examine how increasing urbanization, industrialization and immigration, the advent of the railroad and faster modes of travel across the nation and continent, new technologies of vision, and war contributed to the diverse and often contradictory approaches dedicated to making sense of technological transformations across a changing nation. We will discuss key movements including: antimodernism, primitivism, the Arts and Crafts Movement, the Harlem Renaissance and art of the Works Progress Administration.	\N	0
10604	2014	spring	AH	112	Intro to Women's Studies: Middle Eastern Women in Graphic Novels and Comic Books	This course looks at representations of Middle Eastern women in different graphic novels and comic books that have proliferated in the last few years. Notions of gender, sexuality, patriarchy, and stereotypes will be examined as well as the question of authorship. Through the different readings we will locate pervasive ideologies from and about the Middle East, looking at the different ways authors deconstructed or perpetuated these ideologies. This course seeks to answer how the genre of graphic novels and comics has managed to redefine and change the image of the Middle Eastern woman, both within the genre itself and on a larger scale. Additionally, we will problematize the term Middle East and the concepts of local versus global throughout the course. Titles that will be considered include but are not limited to: Zahras Paradise, Embroideries, The 99, A\
Game for Swallows and Arab in America.	\N	0
10610	2014	spring	AH	114	Creating Architecture - An Introduction	Buildings are among the most public, visible & long lived artifacts that a culture creates. The built environment serves as both a repository of cultural information &  exerts an influence that extends beyond the society that created it. This introductory course will explore a visual survey of Architecture from Ancient Times to the present day using a slide lecture & discussion format that will invite each student to participate in the discourse of the class. The studio portion of this course will provide students an opportunity to create their own structures from sketch to 3 dimensional pieces exploring basic design elements & materials. No prior studio experience is necessary. Students will be expected to purchase basic tools used in this course. A materials supply list will be provided at the first class.  Students are expected to pay the $50 studio fee to cover the use of shared supplies & equipment. Not open to seniors. To be added to the wait list, please contact stephanie.ashenfelder@rochester.edu.	\N	0
10628	2014	spring	AH	128	Modern Art	This course introduces students to art made from the late 19th century to the present day.  Broad coverage of a long time span will be supplemented with a consideration of selected key works to familiarize students with points of reference and to introduce concepts.  Readings will introduce ideas from contemporary theory.  Issues of gender, the effects on art of technology, and the way in which institutions have influenced the production and reception of modern art will be considered.  The course will be taught by a combination of lecture and discussion.	\N	0
10632	2014	spring	AH	136	Introduction to the Art of Film	As an introduction to the art of film, this course will present the concepts of film form, film aesthetics, and film style, while remaining attentive to the various ways in which cinema also involves an interaction with audiences and larger social structures. Applicable English Clusters: Modern and Contemporary Literature [H1ENG008]; Language, Media, and Communication [H1ENG016]	\N	0
10649	2014	spring	AH	137	Introduction to Modern Architecture	Topics include major figures such as Richardson, Sullivan, Voysey, Wright, Corbusier, or Mies van der Rohe, and topics such as the architectural development of structural metal, Art Nouveau, urban spaces, or the Bauhaus.	\N	0
10676	2014	spring	AH	209	Writing On Art	This course seeks to improve students' writing and analytical skills through analysis and experimentation with different styles of writing about contemporary and historical arts. Students analyze prose by artists, historians, cultural critics, poets, and others who have written on the visual arts, with an eye towards how writing on art can be a tool for improving expression in many areas.  Slide lectures, discussions, and writing projects on objects of diverse media and historical eras will be augmented by visiting speakers and field trips to museums and galleries. This course fulfills one-half of the upper level writing requirement for both studio and art history majors.  Permission of instructor required.	\N	0
10706	2014	spring	AH	217	Technologies of Art	Technology is central to an understanding of science and engineering, but what of its application in the arts, in particular the visual arts? Today art circulates in a globalized economy in which the means of production and reproduction tends to militate against a more nuanced understanding of the role of technology in art. Yet technology, from the classical Greek techne, meaning art or skill, is equally applicable to the art of the pre-modern period. From the earliest cave paintings to the Gothic cathedrals, from ancient Greek bronzes to the Renaissance altarpiece, technology has been central to the making of art. Yet if these representational modes have been formerly regarded as incommensurate, the result of radically different epistemologies, increasingly historians and theorists of the visual arts have begun to acknowledge a commonality of goals between these techniques. With these observations in mind this course attempts to explore the application of technology to the visual arts.	\N	0
10722	2014	spring	AH	226	Monuments of Ancient Italy: History, Structure, Form (Taught in Arrezo Italy)	The course studies the archaeology and architecture of buildings in ancient Italy from the fifth century BC to the fourth century AD, adopting a multidisciplinary approach based on archeological evidence, technical and functional aspects, and historical significance. Classes are taught on location and focus on the most relevant monuments and archeological sites in central and southern Italy, including Rome, Ostia Antica, Pompeii, Herculaneum, Baia, and Paestum. The course is divided into three parts: (1) structural design and technical issues related to ancient monuments, (2) monuments of Etruscan Italy and Magna Grecia, and (3) Roman monuments.	\N	0
10741	2014	spring	AH	244	Art, Architecture, and Literature in the Age of Dante and Beyond (Arezzo)	When we look at works of art in museums, galleries, and churches we are, in most cases, looking at them out of context. Furthermore, when we look at early Renaissance paintings we do not see them through the eyes of the people who produced them or for whom they were produced. We have to learn to see them as they might have been seen. We can begin to do this by learning how to read and to interpret the complex elements at play beneath the immediate surface by setting the artist, his work, and his public in their social and religious historical contexts, and by exploring the universal unspoken language of signs and symbols used by artists. The course content is based on painted forms, i.e., panels, canvases, and frescos from the Trecento and Quattrocento with an emphasis on Tuscan painting. The selection, as far as possible, takes advantage of the availability of works in churches, museums, and galleries within easy visiting distance of Arezzo.	\N	0
10753	2014	spring	AH	252	Film History: Early Cinema	Intro to history, technology, cultural significance of motion pictures of the "pre-sound" era, screenings of 35mm prints accompanied by live music in the Dryden Theatre. Special attention to major pioneers, Dickson, Porter, Lumière, Méliès, and Griffith, including a variety of internationally produced films selected from the world-famous archival film collection of the George Eastman House. Same as FMS 247	\N	0
10797	2014	spring	AH	278	Popular Film Genres: Film Noir	The course deals with the "dark films," the genre that was born in the 1940s out of certain cultural, historical, and national forces and continues to influence motion pictures today. We will screen and discuss some fourteen films from the initial period through our own time that deserve the characterization of "noir," and work toward some definitions of the form.	\N	0
10927	2014	spring	AH	394	Internships	Internships in London and the United States.	\N	0
10938	2014	spring	AH	396	Museum Internship		\N	0
10974	2014	spring	AH	397	European Arts Internship		\N	0
10983	2014	spring	AH	398	Senior Seminar: Object Lessons	In this seminar we will closely examine 8 particular objects (among them an African-American quilt, a Shaker chair, a 19thc. Japanese print, & a Navajo sand painting in order to chart the multivalent meanings of an object. Our point of departure will be Brad Collins' edited volume, Twelve Views of Manet's Bar, as we analyze the manifold ways in which scholars, artists, critics, & poets can approach one work of art. We will map the social life of things, from their making, to their economic, intellectual and trans-cultural uses.  Theoretical texts that will be foundational for our studies include Arjun Appadurai's The Social Life of Things, W. David Kingery's Learning from Things: Method & Theory of Material Culture Studies,  & Laurel Ulrich's The Age of Homespun. Each student will choose one work of art for a semester-long project on how an object & the construction of its meaning changes over time & space.  This course is open to graduate VCS students & senior art history majors, as well as others.	\N	0
11039	2014	spring	AH	478	Popular Film Genres: Film Noir	The course deals with the "dark films," the genre that was born in the 1940s out of certain cultural, historical, and national forces and continues to influence motion pictures today. We will screen and discuss some fourteen films from the initial period through our own time that deserve the characterization of "noir," and work toward some definitions of the form.	\N	0
11084	2014	spring	AH	583	Visual & Cultural Studies	The Colloquium introduces students in the Visual and Cultural Studies Program to aspects of the histories, theories, and methodologies of our field of study.  We proceed in three ways:  First, we read and discuss together a series of texts on and in visual and cultural studies.  Second, various faculty members in the program conduct sessions in their areas of expertise based on readings that they select for us.  And third, each student presents his or her own work to the colloquium.  For this final part, it is important that students engage with visual and cultural studies models and provide relevant readings to other members of the colloquium.	\N	0
11206	2014	spring	AH	598	Senior Seminar: Object Lessons	In this seminar we will closely examine 8 particular objects (among them an African-American quilt, a Shaker chair, a 19thc. Japanese print, & a Navajo sand painting in order to chart the multivalent meanings of an object. Our point of departure will be Brad Collins' edited volume, Twelve Views of Manet's Bar, as we analyze the manifold ways in which scholars, artists, critics, & poets can approach one work of art. We will map the social life of things, from their making, to their economic, intellectual and trans-cultural uses.  Theoretical texts that will be foundational for our studies include Arjun Appadurai's The Social Life of Things, W. David Kingery's Learning from Things: Method & Theory of Material Culture Studies,  & Laurel Ulrich's The Age of Homespun. Each student will choose one work of art for a semester-long project on how an object & the construction of its meaning changes over time & space.  This course is open to graduate VCS students & senior art history majors, as well as others.	\N	0
11716	2014	spring	AME	140	Intro to Audio Music & Engin	The science and technology of the electric guitar and related accessories such as amplifiers, and effects processors opens a window onto the fields of audio, music and electrical engineering.   The course begins with students building and experimenting with electric guitars to learn about the vibration of strings, musical tuning systems, overtones and timbre, modes of oscillation, Fourier analysis, transducers and passive electrical components and circuits.  In a second project, a headphone amplifier, students are introduced to the fundamental concepts of electronics, including voltage, current, resistance and impedance, basic circuit analysis, ac circuits, impedance matching, and analog signals.  The course then moves on to introduce basic digital signal processing concepts through a guitar effects processor (stomp box) project; this includes conversion of sound to digital format, frequency analysis, digital filtering and signal processing and musical sound synthesis.	\N	0
11769	2014	spring	AME	191	Art and Tech of Recording	This course covers the acoustical and psychoacoustic fundamentals of audio recording including the nature of sound, sound pressure level, frequency and pitch, hearing and sound perception, reflection, absorption and diffusion of sound, sound diffraction, room acoustics, reverberation, and studio design principles.  The course also provides practical experience in audio recording including an introduction to recording studio equipment, microphones and microphone placement techniques, signal flow, amplification, analog and digital recording, analog to digital conversion, digital processing of sound, multi-track recording and an introduction to mixing and mastering.  Each student is required to complete a substantive recording project at the end of the course.	\N	0
11783	2014	spring	AME	193	Sound Design	The course is intended to provide students a basic understanding of sound design, audio recording, and working with sound for picture. The emphasis is on demonstrations and hands-on experience to enable students to gain a practical knowledge of sound and music production using computers. Fundamental topics include synthesizers & samplers; recording and editing with Pro Tools; sound effect creation; field recording;  foley & ADR; basic soundtrack composition; and working to picture. Many techniques are explored using hardware, software, and state of the art workstations throughout the course. Students will complete a major sound for picture project at the conclusion of the course.	\N	0
11795	2014	spring	AME	193	Sound Design	The course is intended to provide students a basic understanding of sound design, audio recording, and working with sound for picture. The emphasis is on demonstrations and hands-on experience to enable students to gain a practical knowledge of sound and music production using computers. Fundamental topics include synthesizers & samplers; recording and editing with Pro Tools; sound effect creation; field recording;  foley & ADR; basic soundtrack composition; and working to picture. Many techniques are explored using hardware, software, and state of the art workstations throughout the course. Students will complete a major sound for picture project at the conclusion of the course.	\N	0
11812	2014	spring	AME	233	Musical Acoustics	Aspects of acoustics.  Review of oscillators, vibratory motion, the acoustics wave equation, reflection and transmission, and radiation and reception of acoustic waves.  Resonators, hearing and speech, architectural and environmental acoustics.	\N	0
11829	2014	spring	AME	262	Audio Software Design I	This course aims to give students the ability to develop their own audio/music programs in C and a few major open-source audio programming languages. It begins with an introduction to computer music and audio programming, and a comparative survey of audio programming languages. After an overview of the C language, we then explore the topics of programming for sound synthesis. The second half of this course introduces the primary techniques of sound design using the audio programming environments of Pure Data and CSound. Students will practice their programming techniques through a series of programming assignments and a final project.	\N	0
11830	2014	spring	AME	292	Acoustics Portfolio	This is a follow on course to AME233, Musical Acoustics.  In this course students will complete a major project in acoustics, such as the acoustical characterization of an architectural space, design or re-design of an architectural or studio space, development of acoustical computer simulation tools, design or characterization of acoustic musical instruments, design and fabrication of loudspeakers, design and implementation of a live sound or sound reinforcement system, or any other project in acoustics with the agreement of the instructor.  Weekly meetings and progress reports are required.	\N	0
11848	2014	spring	AME	294	Audio Dsp Portfolio - Lab	This is a portfolio course designed to accompany ECE 241 Signals and AME 272 Audio Digital Signal Processing. Students taking this portfolio course will build real-time signal processing demonstration applications using a DSP  platform. Students will develop applications demonstrating signal mixing, digital filtering, aliasing and anti-aliasing, audio/speech enhancement, and audio special effects. The course will be project based with workshops/labs to get students acquainted with a DSP platform and a  programming environment and to allow time for interaction.	\N	0
11856	2014	spring	AME	386	Senior Des Portfolio I	In this first semester of the year-long AME Senior Project course students will define their product, possibly in collaboration with an outside customer, and then develop product concept documentation, detailed requirements specifications, system level designs, detailed sub-system designs and hopefully build demonstration prototypes.	\N	0
11881	2014	spring	AMS	200	Idea of America	What is America? A country? A continent? A political ideal? A culture? This course traces the development of ideas about America, from its historical beginnings to our own time, from European fantasies about the New World and its possibilities to the experiences of settlers and citizens facing its realities. We will explore the competing and even contending narratives of America in a wide variety of cultural documents, from orations, sermons and political tracts to novels, poems, photographs, and films. The course is open to all interested students and required for all American Studies majors.	\N	0
12236	2014	spring	ANT	101	Cultural Anthropology	This course introduces students to various ways in which cultural anthropologists do research and fieldwork. Cultural anthropologists study the human situation in all its manifestations; their work enables us to expose the limitations of self-evident truths and to reveal the possibilities of alternative views. Students will be asked to think both critically and comparatively about institutions such as kinship, politics and religion. The course also addresses questions of cultural diversity and social inequality, including questions of race, class and gender in contemporary America. It will challenge students to consider the fate and value of cultural differences in a world connected and shaped by global flows of people, money, media and technologies.	\N	0
12263	2014	spring	ANT	102	Introduction to Medical Anthropology	Class will explore the cultural and social dimensions of health and illness including the political and economic dimensions. Particular attention will be placed on how social change affects peoples' health and the delivery of health care. We will also pay critical attention to the practice of Western biomedicine and it's developing role in various societies. Students will use the concepts and methods of anthropology to examine these processes. Coursework will include exams, quizzes, papers based on independent research, and class participation	\N	0
12272	2014	spring	ANT	104	Contemporary Issues & Anthropology	This course will examine the effects of urban change on individual lives.  Through case studies of deindustrialization, urban renewal, migration, and rapid urban growth, we will trace the economics changes that have reshaped cities over the past forty years, including recent attempts to create "World Cities". We will explore the ways in which politicians, corporations, and residents transform city spaces and the implications of these projects for residents' rights and their access to urban services. Reading about cities in China, Brazil, India, Egypt, South Africa, and North America will enable us to compare across cultural contexts and traditions.	\N	0
12289	2014	spring	ANT	110	Introduction to Linguistic Analysis	This course introduces students to the study of the structure of human language. We will cover the six core areas of linguistic investigation: Phonetics (articulation, acoustics, and perception of speech sounds), Phonology (sound patterns), Morphology (internal structure of words and their organization in the mental lexicon), Syntax (internal structure of phrases and sentences), Semantics (word and sentence meaning), and Pragmatics (language use in context). The course focuses on developing skills in the areas of linguistic data analysis and interpretation of linguistic data in ways that aim to address theoretical and empirical issues in the study of language.	\N	0
12291	2014	spring	ANT	202	Modern Social Theory: Key Texts & Issues	This course involves close reading of texts by authors who established the framework of modern social theory, such as Karl Marx, Max Weber and Sigmund Freud. Readings will focus on each author's attempt to comprehend modern society and, more specifically, the possibilities and pathologies of capitalism. The course considers the future of American democracy in a global market economy and addresses recurrent questions of how to create community and secure conditions of liberty and justice for all.	\N	0
12314	2014	spring	ANT	214	Love, Friendship & Community	Sociological study of personal ties and face-to-face social groups: kinship networks, friendship groups, political and religious ideological groups, intellectual circles.	\N	0
12337	2014	spring	ANT	227	Local & Global Market Research	This course focuses on the use of cultural anthropology in market research. Why has an anthropological approach to understanding consumer behavior become important in the business world? How do marketers and advertisers develop brand images? We will look at the process of constructing brands in terms of cultural symbols and values. Students will learn how to apply anthropological concepts and methods to U.S. and international market research. At the same time, we will look at the social impact of transnational brands in terms of the political economy of globalization. As part of the course, students will conduct a market research project in the community. We will partner with a local organization on this ethnographic research.	\N	0
12346	2014	spring	ANT	230	War, Genocide & Justice	This course will explore how societies attempt to achieve justice in the wake of political violence such as genocide or civil war. We will use anthropological approaches to explore the variety of ways violence, memory, justice, and reconciliation are understood around the world, focusing particularly in Africa. We will explore critically the ideology behind transitional justice mechanisms such as truth commissions, criminal trials, and memorials, and their diverse impacts in specific contexts. We will ask, How do we understand violence and the challenges of social recovery? What is the relationship between rule of law, political stability, and peace? How do legal solutions balance local realities and culture with universal standards of law and human rights? How do legal solutions define peace and justice, truth and punishment, and manage tensions between them?	\N	0
12358	2014	spring	ANT	239	Latin American Immigration	How has migration from Latin America to the United States and Canada reshaped culture, society, and economy on both sides of the US/Mexico border? This course will use the contemporary experiences of Latin American migrants to explore broader themes of globalization, transnationalism, and international justice. Course materials will include scholarly studies of contemporary migration, investigative journalism, and film.	\N	0
12371	2014	spring	ANT	264	Islam and Global Politics	This course serves as an introduction to the transformation of religious belief and political authority in the Islamic world during the colonial period; to the role of popular culture in creating support for American military intervention in the Islamic world during the Cold War; and to the rise of Islamic militancy after the Cold War. Readings include Michael Adas (ed), Islamic and European Expansion; Gilles Kepel, Jihad: The Trail of Political Islam; Frantz Fanon, The Wretched of the Earth; and Melani McAlister, Epic Encounters: Culture, Media and U.S. Interests in the Middle East since 1945.	\N	0
12497	2014	spring	ANT	394	Internship	Internships will be graded on a pass/fail basis only.	\N	0
